job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
AI Engineer,18,PhD,17,Telecom,Enterprise,Canada,Hybrid,1,295811
Frontend Developer,13,High School,7,Consulting,Medium,Germany,Hybrid,1,128071
DevOps Engineer,7,PhD,16,Education,Medium,Australia,Hybrid,1,147553
Product Manager,2,PhD,7,Finance,Enterprise,Singapore,Yes,0,168156
Cybersecurity Analyst,1,PhD,4,Healthcare,Startup,Germany,Yes,1,127207
Machine Learning Engineer,1,Bachelor,9,Technology,Medium,Singapore,Yes,0,129164
Machine Learning Engineer,4,PhD,16,Telecom,Large,UK,Yes,4,212298
Frontend Developer,11,Bachelor,15,Education,Startup,UK,Hybrid,3,120201
Data Analyst,10,High School,14,Manufacturing,Medium,Remote,Yes,1,98517
Data Analyst,5,Bachelor,10,Manufacturing,Large,Sweden,No,0,94833
Cybersecurity Analyst,11,Bachelor,13,Consulting,Enterprise,Remote,Yes,4,169486
Data Analyst,14,PhD,15,Healthcare,Startup,Germany,Hybrid,5,137734
Product Manager,17,Diploma,6,Finance,Enterprise,USA,Hybrid,2,229037
Cybersecurity Analyst,20,High School,2,Technology,Small,Sweden,Yes,1,137264
Data Scientist,3,Diploma,14,Media,Enterprise,India,Hybrid,0,89175
AI Engineer,13,Master,10,Government,Medium,India,Yes,1,122825
Frontend Developer,17,Bachelor,14,Healthcare,Startup,India,No,0,90408
AI Engineer,19,Bachelor,17,Retail,Enterprise,Australia,Yes,3,226479
Machine Learning Engineer,1,High School,9,Education,Large,Singapore,No,3,130964
Cybersecurity Analyst,3,Diploma,6,Healthcare,Medium,UK,Hybrid,2,122122
Data Analyst,13,High School,6,Technology,Enterprise,India,No,5,75689
Cybersecurity Analyst,11,Diploma,5,Retail,Startup,Remote,No,3,123776
DevOps Engineer,7,Diploma,2,Telecom,Large,Remote,Hybrid,2,128468
DevOps Engineer,4,PhD,15,Government,Startup,Singapore,Yes,3,131296
Cybersecurity Analyst,6,High School,15,Government,Large,Remote,Hybrid,4,140964
AI Engineer,20,Bachelor,14,Manufacturing,Medium,India,Yes,1,129301
Data Analyst,1,High School,8,Education,Medium,Sweden,Hybrid,1,75748
Business Analyst,16,Bachelor,3,Retail,Large,India,No,4,92888
Software Engineer,12,PhD,8,Manufacturing,Startup,Canada,Yes,1,162843
Cybersecurity Analyst,16,Bachelor,12,Healthcare,Enterprise,Sweden,Yes,2,181649
Business Analyst,16,Bachelor,7,Telecom,Startup,Netherlands,Yes,5,122716
Machine Learning Engineer,1,Diploma,16,Consulting,Startup,Singapore,Hybrid,3,108596
Backend Developer,16,PhD,3,Education,Startup,USA,No,5,182942
Machine Learning Engineer,19,Diploma,16,Healthcare,Medium,Germany,Yes,2,192778
Data Analyst,8,Bachelor,15,Finance,Small,Remote,Yes,0,101101
Data Analyst,18,Diploma,11,Technology,Large,Netherlands,Yes,4,146295
Data Analyst,16,PhD,1,Government,Startup,USA,No,0,152868
Frontend Developer,15,Master,18,Manufacturing,Medium,USA,No,0,179757
Machine Learning Engineer,4,PhD,5,Retail,Startup,Singapore,Yes,0,129791
Backend Developer,17,Diploma,19,Education,Small,India,Yes,4,99915
Product Manager,2,Diploma,1,Manufacturing,Enterprise,India,Hybrid,2,89433
Software Engineer,13,High School,1,Education,Small,UK,Yes,0,129864
Data Scientist,14,Bachelor,13,Retail,Enterprise,Sweden,No,5,175520
Product Manager,7,Diploma,4,Telecom,Medium,Canada,Yes,5,154536
Cloud Engineer,17,High School,15,Telecom,Medium,Singapore,Yes,1,153071
Software Engineer,11,High School,16,Government,Small,Germany,Hybrid,3,139407
Data Scientist,9,PhD,2,Media,Small,Australia,Hybrid,1,140048
Data Scientist,7,Master,13,Healthcare,Medium,Remote,Yes,1,143583
Machine Learning Engineer,16,Diploma,17,Education,Startup,Germany,Yes,2,173960
Product Manager,19,Diploma,10,Manufacturing,Startup,Netherlands,Hybrid,1,141463
Software Engineer,8,Bachelor,15,Media,Enterprise,Australia,Hybrid,2,151252
Cloud Engineer,3,High School,13,Media,Small,Canada,No,0,121287
Cybersecurity Analyst,2,Bachelor,6,Manufacturing,Large,USA,Yes,4,171341
Cloud Engineer,4,High School,16,Telecom,Small,Singapore,No,4,108128
Machine Learning Engineer,2,Bachelor,5,Education,Startup,USA,Yes,1,148941
DevOps Engineer,5,High School,7,Retail,Enterprise,Singapore,No,5,138139
Frontend Developer,8,Master,4,Media,Enterprise,Netherlands,Hybrid,3,143911
Cloud Engineer,16,PhD,18,Manufacturing,Large,Singapore,Yes,2,195046
Product Manager,17,Master,19,Government,Small,UK,No,4,202550
Business Analyst,15,Diploma,7,Consulting,Large,Singapore,Yes,0,129959
Data Scientist,4,PhD,10,Telecom,Startup,Remote,No,0,132430
Cloud Engineer,0,Diploma,17,Government,Medium,Germany,Yes,2,124057
Backend Developer,16,Master,14,Healthcare,Small,USA,Hybrid,5,191490
Product Manager,1,Master,10,Education,Medium,Sweden,Yes,3,127061
Business Analyst,15,Bachelor,1,Education,Large,Remote,Hybrid,5,131825
Backend Developer,0,PhD,14,Healthcare,Large,Australia,Yes,3,144948
Frontend Developer,4,Diploma,19,Manufacturing,Medium,India,Yes,1,73252
Software Engineer,2,Master,5,Education,Startup,USA,Hybrid,2,128192
Cybersecurity Analyst,2,Diploma,3,Education,Medium,USA,Hybrid,2,134411
AI Engineer,7,Master,4,Consulting,Startup,Netherlands,Hybrid,3,137796
DevOps Engineer,0,Diploma,18,Government,Medium,USA,No,5,143809
Backend Developer,15,Master,9,Manufacturing,Large,Australia,Yes,3,163511
Frontend Developer,19,Master,15,Education,Small,Remote,Hybrid,1,140518
Data Scientist,17,High School,1,Finance,Large,Netherlands,Hybrid,4,141200
Cybersecurity Analyst,0,Bachelor,12,Technology,Small,Singapore,No,1,91749
Business Analyst,0,Bachelor,14,Manufacturing,Enterprise,USA,No,4,138217
Frontend Developer,14,Bachelor,3,Government,Large,Singapore,Hybrid,0,131394
Business Analyst,5,PhD,5,Education,Large,Germany,Yes,4,144251
Data Scientist,18,Master,6,Technology,Medium,Singapore,Yes,3,171798
Data Analyst,18,PhD,6,Consulting,Small,Germany,Hybrid,5,154703
Business Analyst,2,PhD,3,Education,Enterprise,Sweden,No,2,124543
Frontend Developer,20,PhD,1,Manufacturing,Small,USA,Yes,2,203703
Cloud Engineer,13,High School,12,Education,Medium,Remote,No,1,132013
Cybersecurity Analyst,4,Diploma,7,Government,Enterprise,Australia,Hybrid,4,126910
Data Scientist,10,High School,17,Retail,Medium,India,No,0,85820
Product Manager,14,High School,6,Education,Large,Singapore,Hybrid,3,153304
Business Analyst,7,High School,16,Government,Medium,Netherlands,No,2,94038
Software Engineer,6,Bachelor,7,Technology,Small,Australia,Hybrid,4,105759
Machine Learning Engineer,20,PhD,8,Finance,Small,USA,Hybrid,0,227831
DevOps Engineer,11,Master,5,Education,Small,USA,Hybrid,5,186914
Backend Developer,8,Diploma,11,Healthcare,Medium,Germany,Hybrid,5,132659
Data Scientist,5,Bachelor,14,Telecom,Small,Sweden,Hybrid,2,114780
Data Analyst,20,High School,13,Retail,Enterprise,Sweden,No,1,149481
Machine Learning Engineer,5,PhD,6,Retail,Startup,Sweden,Hybrid,0,132376
Cybersecurity Analyst,13,Master,11,Telecom,Small,Sweden,Hybrid,5,162142
Software Engineer,3,PhD,11,Finance,Large,Remote,No,4,150179
DevOps Engineer,12,Bachelor,19,Telecom,Small,Remote,No,3,135724
Cloud Engineer,17,High School,16,Technology,Medium,Sweden,Yes,1,153246
Data Analyst,9,Master,17,Consulting,Startup,Singapore,Yes,0,103366
AI Engineer,8,High School,11,Media,Small,Australia,Yes,3,147154
Cloud Engineer,12,High School,11,Media,Large,India,Yes,3,110723
Business Analyst,2,Bachelor,2,Telecom,Enterprise,Germany,Yes,2,119598
Data Scientist,20,PhD,11,Consulting,Large,Canada,No,0,225043
Machine Learning Engineer,12,High School,3,Technology,Small,India,Hybrid,2,82099
Cloud Engineer,13,PhD,6,Manufacturing,Enterprise,Australia,No,5,201122
Product Manager,9,Bachelor,12,Healthcare,Medium,Sweden,Hybrid,4,142994
Backend Developer,11,Diploma,9,Technology,Startup,Singapore,Yes,3,114145
Software Engineer,1,High School,18,Media,Large,UK,Hybrid,0,131022
Cloud Engineer,17,High School,10,Consulting,Small,USA,No,1,172280
Product Manager,6,High School,1,Healthcare,Small,Germany,No,1,117876
Product Manager,18,High School,9,Technology,Small,Singapore,Hybrid,2,151739
Product Manager,12,Bachelor,12,Healthcare,Medium,Canada,Hybrid,3,172505
Product Manager,10,High School,19,Government,Large,Canada,No,4,190070
Data Analyst,9,Master,1,Media,Small,Remote,No,1,107132
Cloud Engineer,17,High School,18,Consulting,Enterprise,India,No,0,123459
Product Manager,5,Master,4,Healthcare,Medium,Canada,No,0,156434
Cloud Engineer,18,PhD,11,Manufacturing,Large,Netherlands,Yes,2,197902
Backend Developer,2,PhD,16,Government,Small,Canada,No,3,150033
Software Engineer,1,Diploma,17,Technology,Enterprise,Singapore,No,5,131192
Machine Learning Engineer,17,PhD,5,Retail,Medium,UK,No,0,207030
Software Engineer,11,PhD,9,Media,Small,Singapore,Yes,0,147853
Software Engineer,15,PhD,1,Government,Large,Singapore,Yes,0,165674
Backend Developer,20,Bachelor,3,Healthcare,Startup,Netherlands,Yes,4,139403
Product Manager,20,Diploma,6,Consulting,Large,India,Yes,4,120983
Product Manager,8,Bachelor,5,Finance,Enterprise,USA,Yes,2,217911
Cloud Engineer,3,High School,18,Retail,Startup,Canada,No,5,133821
Product Manager,4,Diploma,13,Technology,Startup,Sweden,No,0,101562
Backend Developer,7,PhD,11,Government,Enterprise,Remote,Yes,0,167959
Software Engineer,5,Diploma,6,Technology,Medium,Singapore,No,3,110429
Cybersecurity Analyst,19,Master,17,Education,Large,Sweden,No,5,196327
Data Scientist,6,Diploma,14,Telecom,Large,Canada,Yes,2,169412
Backend Developer,1,Bachelor,3,Government,Large,USA,Yes,0,131289
Data Scientist,13,Bachelor,8,Telecom,Medium,Remote,No,2,139889
Cloud Engineer,19,Bachelor,10,Technology,Enterprise,Sweden,Yes,5,201982
Product Manager,2,Master,5,Technology,Large,Singapore,No,5,146246
Data Scientist,16,High School,17,Retail,Small,Germany,Hybrid,3,142940
Data Scientist,18,PhD,15,Media,Large,Netherlands,Yes,3,201804
Cloud Engineer,4,High School,5,Media,Large,Canada,Yes,2,149253
Software Engineer,5,Master,8,Government,Enterprise,USA,Yes,4,206059
Software Engineer,16,PhD,2,Manufacturing,Large,Singapore,Yes,1,174440
Software Engineer,11,High School,10,Consulting,Large,Remote,No,0,121636
Data Analyst,4,Master,3,Consulting,Large,Canada,Yes,5,134479
Cybersecurity Analyst,6,High School,6,Technology,Medium,Netherlands,Yes,4,119800
Frontend Developer,7,Diploma,13,Retail,Large,Netherlands,No,5,124356
DevOps Engineer,16,Master,13,Manufacturing,Startup,Germany,Yes,5,168965
Frontend Developer,5,Diploma,18,Healthcare,Small,Australia,No,1,102728
Cloud Engineer,18,Diploma,12,Healthcare,Medium,Sweden,Hybrid,0,140705
Business Analyst,20,Bachelor,9,Manufacturing,Medium,Canada,No,3,159135
Cloud Engineer,3,High School,19,Manufacturing,Large,Sweden,Yes,3,135205
Backend Developer,1,Diploma,11,Media,Medium,Netherlands,Hybrid,0,92187
DevOps Engineer,7,Master,8,Consulting,Enterprise,Australia,Hybrid,4,174010
Product Manager,6,PhD,2,Healthcare,Enterprise,Germany,Yes,1,191785
DevOps Engineer,10,Bachelor,14,Consulting,Medium,Australia,Hybrid,5,136434
Machine Learning Engineer,7,Master,12,Education,Startup,Singapore,No,3,137767
Product Manager,8,High School,13,Telecom,Large,Sweden,No,2,141210
Frontend Developer,13,PhD,7,Education,Small,Singapore,No,1,137846
DevOps Engineer,4,PhD,3,Consulting,Small,Remote,Hybrid,2,136169
Frontend Developer,7,High School,4,Retail,Small,USA,Hybrid,5,121343
Cybersecurity Analyst,2,Bachelor,19,Telecom,Enterprise,Sweden,No,0,144778
Cloud Engineer,12,Master,13,Retail,Small,Netherlands,No,3,139536
Machine Learning Engineer,4,High School,19,Retail,Startup,Canada,Hybrid,5,144812
Backend Developer,20,Master,19,Healthcare,Enterprise,Netherlands,No,5,194464
Cybersecurity Analyst,18,PhD,7,Education,Startup,USA,Yes,3,209890
Data Scientist,4,Diploma,2,Telecom,Large,Canada,No,1,134546
Backend Developer,14,Bachelor,5,Consulting,Medium,USA,Hybrid,3,170613
Frontend Developer,3,High School,16,Healthcare,Small,Germany,Yes,2,104736
Cloud Engineer,12,Bachelor,15,Telecom,Large,Sweden,Yes,3,167371
Software Engineer,15,Diploma,16,Telecom,Small,Remote,Yes,1,125832
Cloud Engineer,5,High School,13,Government,Startup,Singapore,No,5,102178
Cybersecurity Analyst,5,High School,5,Manufacturing,Small,Germany,No,0,114010
Cybersecurity Analyst,5,High School,19,Telecom,Enterprise,UK,Yes,2,172198
Software Engineer,7,High School,6,Retail,Medium,Germany,No,5,126939
Software Engineer,15,Diploma,13,Manufacturing,Enterprise,Netherlands,Hybrid,5,174776
Data Scientist,5,Master,16,Retail,Enterprise,Germany,Hybrid,3,186641
Cloud Engineer,7,Bachelor,18,Consulting,Small,India,Yes,1,80642
Software Engineer,19,Master,5,Manufacturing,Enterprise,Australia,Hybrid,1,189073
Product Manager,6,PhD,1,Healthcare,Medium,USA,Yes,4,198063
Backend Developer,9,High School,13,Manufacturing,Large,Netherlands,Yes,0,118158
Backend Developer,3,Master,10,Media,Enterprise,Germany,Hybrid,5,164755
Product Manager,6,Master,17,Education,Large,Netherlands,No,0,153584
Product Manager,9,Bachelor,15,Retail,Enterprise,USA,No,1,223978
Cloud Engineer,16,PhD,10,Technology,Small,Netherlands,Hybrid,3,157665
DevOps Engineer,14,Bachelor,14,Finance,Small,UK,No,2,160966
Product Manager,7,Bachelor,18,Technology,Medium,Sweden,Hybrid,0,136558
Software Engineer,0,Bachelor,4,Consulting,Medium,India,No,4,69491
Product Manager,16,Master,17,Retail,Small,Remote,Yes,4,166770
Business Analyst,19,Master,4,Telecom,Startup,Canada,Hybrid,2,146230
DevOps Engineer,19,High School,6,Education,Medium,Germany,Hybrid,0,149400
Software Engineer,13,Diploma,1,Consulting,Small,Netherlands,Hybrid,5,110868
Data Scientist,15,Master,13,Finance,Medium,Remote,Hybrid,0,150700
AI Engineer,12,Bachelor,2,Technology,Medium,Singapore,Hybrid,3,164525
Business Analyst,17,Bachelor,2,Government,Medium,Remote,Yes,1,123742
Machine Learning Engineer,15,Master,9,Media,Startup,Canada,Hybrid,3,175587
Business Analyst,12,Diploma,8,Education,Small,Australia,Hybrid,3,98781
Data Scientist,7,Diploma,17,Education,Enterprise,Sweden,Hybrid,1,156561
Backend Developer,19,PhD,12,Retail,Startup,USA,Yes,1,201658
Frontend Developer,6,High School,7,Telecom,Large,India,No,3,74076
Machine Learning Engineer,3,PhD,3,Finance,Large,India,Yes,1,107842
Cloud Engineer,2,Diploma,1,Finance,Large,USA,No,1,145540
Cybersecurity Analyst,12,Bachelor,14,Retail,Large,UK,Yes,5,193947
Data Analyst,19,High School,3,Media,Startup,Singapore,Hybrid,5,100903
Business Analyst,13,PhD,11,Manufacturing,Large,India,No,4,98948
Cybersecurity Analyst,2,High School,11,Telecom,Medium,Netherlands,Yes,4,114644
DevOps Engineer,2,Master,19,Media,Enterprise,UK,No,1,179928
Machine Learning Engineer,15,PhD,14,Education,Startup,Remote,Yes,5,176123
Business Analyst,16,Bachelor,6,Education,Large,India,No,4,93856
Frontend Developer,20,Master,14,Finance,Small,Sweden,Yes,1,158412
Cloud Engineer,20,High School,15,Government,Medium,Netherlands,Hybrid,2,146639
Cloud Engineer,7,Bachelor,15,Technology,Medium,India,Hybrid,4,89120
DevOps Engineer,5,PhD,18,Government,Small,USA,Hybrid,1,188312
Backend Developer,0,Bachelor,18,Manufacturing,Startup,Australia,Hybrid,0,90736
Frontend Developer,0,High School,16,Retail,Startup,Australia,Hybrid,3,81509
Frontend Developer,16,Bachelor,19,Finance,Small,Netherlands,No,5,152056
Cloud Engineer,1,High School,8,Healthcare,Medium,India,Hybrid,3,68533
AI Engineer,4,PhD,13,Technology,Enterprise,UK,No,5,219814
Product Manager,14,PhD,11,Media,Startup,Australia,Yes,2,156725
Frontend Developer,9,Master,11,Healthcare,Large,UK,Yes,4,173935
Product Manager,20,Master,16,Retail,Small,USA,Hybrid,4,228786
Machine Learning Engineer,10,Bachelor,16,Education,Startup,Singapore,Hybrid,3,143732
Business Analyst,13,Bachelor,8,Consulting,Large,Germany,Yes,2,148938
Backend Developer,18,PhD,4,Manufacturing,Medium,Germany,Hybrid,1,178891
Backend Developer,14,PhD,12,Healthcare,Small,USA,Yes,3,194167
Cybersecurity Analyst,3,High School,7,Healthcare,Enterprise,Remote,No,3,122273
Business Analyst,18,Bachelor,1,Finance,Medium,Australia,Hybrid,5,123271
Backend Developer,6,Bachelor,8,Consulting,Startup,UK,Yes,2,116460
AI Engineer,12,Diploma,14,Education,Startup,Australia,Hybrid,2,141201
Cloud Engineer,17,Diploma,15,Manufacturing,Large,Singapore,Hybrid,5,181230
AI Engineer,20,High School,15,Education,Startup,Australia,No,1,159231
Software Engineer,5,Bachelor,9,Technology,Startup,USA,Hybrid,0,123524
Software Engineer,18,Master,5,Education,Large,USA,Yes,3,223399
Cloud Engineer,17,Bachelor,15,Manufacturing,Large,USA,Yes,3,230784
Software Engineer,9,Bachelor,3,Consulting,Startup,Remote,Yes,4,103304
DevOps Engineer,12,PhD,10,Manufacturing,Medium,Netherlands,Yes,2,166203
Cybersecurity Analyst,15,Master,11,Consulting,Small,Netherlands,Hybrid,4,150214
Cloud Engineer,12,Diploma,18,Retail,Small,Australia,Yes,3,145969
Cloud Engineer,18,Bachelor,19,Media,Medium,UK,Hybrid,1,189732
Data Analyst,19,Diploma,7,Government,Small,UK,No,3,134561
Software Engineer,16,Diploma,11,Healthcare,Medium,USA,Hybrid,1,170412
AI Engineer,6,Master,5,Retail,Enterprise,Netherlands,No,4,183824
Cybersecurity Analyst,17,Bachelor,18,Healthcare,Small,Sweden,No,1,149180
Product Manager,4,Bachelor,3,Finance,Enterprise,Canada,Hybrid,4,178066
Cloud Engineer,7,Bachelor,9,Consulting,Small,Australia,Hybrid,3,121826
Product Manager,14,Master,19,Government,Medium,Remote,Yes,4,176066
Cybersecurity Analyst,0,PhD,2,Telecom,Large,Canada,No,3,158631
Product Manager,19,Bachelor,1,Education,Medium,Australia,No,0,157197
Cloud Engineer,18,Bachelor,15,Retail,Small,Germany,No,0,165566
Backend Developer,6,High School,2,Technology,Startup,Germany,Hybrid,2,92225
Machine Learning Engineer,20,Diploma,14,Technology,Startup,USA,Yes,1,205853
Cloud Engineer,12,Bachelor,15,Government,Enterprise,Canada,No,2,210045
Backend Developer,1,Master,15,Telecom,Medium,Netherlands,Hybrid,1,117640
Frontend Developer,2,Bachelor,16,Telecom,Large,Australia,No,0,107787
Frontend Developer,2,Bachelor,6,Healthcare,Small,Sweden,Hybrid,5,97572
Business Analyst,12,Master,12,Telecom,Startup,Canada,Hybrid,0,131645
Backend Developer,16,Bachelor,13,Technology,Medium,Remote,Hybrid,1,143624
Cybersecurity Analyst,4,Diploma,8,Manufacturing,Enterprise,Remote,Hybrid,3,141049
DevOps Engineer,16,Master,10,Finance,Medium,Sweden,Yes,3,170576
Data Scientist,5,Bachelor,6,Healthcare,Small,Germany,Yes,3,118465
Machine Learning Engineer,10,Diploma,13,Government,Medium,Australia,Yes,1,147806
Backend Developer,4,High School,19,Retail,Startup,India,Hybrid,2,77319
DevOps Engineer,18,Bachelor,10,Government,Medium,Germany,Yes,3,174874
Backend Developer,13,Diploma,10,Consulting,Enterprise,Canada,Yes,0,193187
Product Manager,7,Diploma,19,Technology,Startup,UK,No,0,136330
Machine Learning Engineer,13,Master,14,Manufacturing,Medium,India,No,4,120856
Business Analyst,11,High School,4,Media,Large,Sweden,Yes,1,106449
Machine Learning Engineer,4,Master,8,Government,Enterprise,Australia,No,0,164158
Backend Developer,16,PhD,14,Technology,Large,India,Yes,2,132826
Backend Developer,6,Master,16,Retail,Medium,Remote,No,0,119901
Cloud Engineer,3,Bachelor,15,Education,Startup,USA,No,1,140204
Product Manager,17,Bachelor,11,Manufacturing,Large,Sweden,Hybrid,4,170904
Business Analyst,19,PhD,4,Telecom,Medium,Germany,No,1,158968
Cloud Engineer,19,PhD,15,Telecom,Enterprise,Australia,No,1,214363
Data Analyst,20,Diploma,6,Retail,Large,Sweden,Yes,2,145185
Business Analyst,12,PhD,1,Retail,Startup,India,Yes,0,85483
Software Engineer,17,Bachelor,19,Healthcare,Small,Sweden,Hybrid,1,144152
Cybersecurity Analyst,6,High School,15,Media,Startup,Canada,No,0,121389
Software Engineer,18,Diploma,8,Retail,Startup,India,Yes,4,89589
Software Engineer,8,PhD,6,Technology,Startup,Sweden,No,1,122491
AI Engineer,20,Diploma,19,Government,Small,Sweden,No,0,168254
Cloud Engineer,13,Bachelor,16,Education,Startup,India,Hybrid,2,93659
AI Engineer,18,PhD,11,Healthcare,Large,Singapore,Hybrid,4,218873
Product Manager,2,Master,2,Healthcare,Enterprise,Singapore,Hybrid,1,138180
Data Scientist,6,Bachelor,16,Government,Medium,Singapore,Hybrid,3,119870
Machine Learning Engineer,9,High School,10,Retail,Large,Germany,No,1,156387
DevOps Engineer,4,Master,16,Telecom,Large,USA,Yes,3,201385
Machine Learning Engineer,16,Diploma,2,Technology,Small,UK,No,0,161843
Cybersecurity Analyst,6,PhD,7,Consulting,Small,Germany,Yes,2,149639
DevOps Engineer,15,Diploma,6,Consulting,Enterprise,Sweden,No,4,171005
Data Scientist,20,PhD,18,Healthcare,Small,Singapore,Yes,2,180819
Cybersecurity Analyst,10,Diploma,5,Technology,Startup,Remote,No,3,114002
Data Analyst,16,Master,15,Media,Enterprise,Canada,No,1,190315
AI Engineer,15,PhD,18,Telecom,Medium,UK,Hybrid,2,214809
Data Analyst,19,Bachelor,2,Education,Enterprise,UK,Hybrid,2,168909
Frontend Developer,17,PhD,8,Technology,Large,Canada,Hybrid,2,195963
Cybersecurity Analyst,3,Master,6,Finance,Medium,USA,Yes,3,169287
Frontend Developer,7,PhD,8,Education,Large,Sweden,No,2,144676
AI Engineer,18,High School,1,Finance,Small,Australia,Yes,2,161115
DevOps Engineer,12,High School,15,Finance,Small,Netherlands,No,2,130626
Backend Developer,2,PhD,4,Government,Small,USA,Yes,3,152855
Software Engineer,0,Bachelor,9,Government,Small,Remote,Yes,2,93671
Product Manager,9,Bachelor,15,Healthcare,Large,Germany,Hybrid,3,175784
DevOps Engineer,14,Diploma,3,Education,Enterprise,UK,No,5,192309
Product Manager,7,Master,14,Finance,Enterprise,Australia,Yes,1,179771
Data Analyst,3,Diploma,17,Manufacturing,Large,Netherlands,Yes,0,89883
Cybersecurity Analyst,16,High School,4,Consulting,Enterprise,Canada,Hybrid,5,190510
Data Scientist,0,High School,5,Government,Startup,Canada,Hybrid,0,94486
Cloud Engineer,4,Bachelor,6,Healthcare,Medium,Germany,Yes,0,136319
DevOps Engineer,8,Diploma,3,Healthcare,Large,Sweden,Yes,0,127350
Software Engineer,3,Bachelor,14,Retail,Small,Australia,No,3,112596
Cloud Engineer,5,Bachelor,18,Finance,Medium,Germany,Hybrid,4,141228
Product Manager,10,PhD,2,Technology,Small,India,Yes,5,108277
Machine Learning Engineer,11,PhD,13,Government,Startup,Remote,Yes,0,150553
Backend Developer,16,Bachelor,5,Finance,Small,Singapore,Hybrid,2,132745
Cloud Engineer,3,Diploma,11,Retail,Medium,India,Yes,3,80260
Product Manager,11,High School,18,Manufacturing,Enterprise,Australia,No,1,166970
AI Engineer,19,High School,8,Healthcare,Startup,India,Hybrid,5,115166
DevOps Engineer,7,Master,2,Retail,Enterprise,Australia,Hybrid,3,161299
DevOps Engineer,10,Bachelor,11,Media,Startup,Singapore,Hybrid,3,127567
Backend Developer,6,PhD,6,Education,Startup,India,No,3,80555
Product Manager,3,Master,10,Manufacturing,Medium,India,No,1,89628
Data Analyst,5,Diploma,9,Telecom,Enterprise,Remote,Hybrid,5,106445
Frontend Developer,10,PhD,19,Consulting,Medium,Netherlands,Yes,1,149641
Cloud Engineer,20,Master,3,Finance,Enterprise,USA,No,4,262077
Cybersecurity Analyst,2,High School,16,Media,Enterprise,Germany,Hybrid,1,144941
Cloud Engineer,6,Bachelor,6,Government,Small,USA,Yes,0,150861
Product Manager,17,Bachelor,12,Government,Small,India,Hybrid,3,103500
AI Engineer,19,High School,9,Government,Startup,Canada,No,2,187469
Machine Learning Engineer,8,Master,18,Manufacturing,Medium,Sweden,No,5,163838
Data Scientist,14,PhD,13,Manufacturing,Small,Remote,No,5,159771
Cybersecurity Analyst,14,PhD,12,Media,Enterprise,UK,Yes,3,226403
Product Manager,20,Bachelor,17,Consulting,Large,UK,No,1,218397
Business Analyst,9,PhD,1,Telecom,Startup,USA,Hybrid,2,136830
Cloud Engineer,1,Diploma,4,Government,Medium,Remote,No,0,98123
Data Analyst,11,Master,17,Healthcare,Large,UK,Yes,3,161593
AI Engineer,8,Master,2,Media,Enterprise,Singapore,No,1,185034
Software Engineer,6,High School,13,Technology,Enterprise,USA,Yes,4,182432
Data Analyst,14,PhD,18,Media,Small,Remote,Hybrid,5,134120
Cybersecurity Analyst,13,Bachelor,7,Healthcare,Startup,Canada,Hybrid,4,150090
Business Analyst,16,Bachelor,11,Telecom,Medium,Sweden,Yes,3,128513
Machine Learning Engineer,0,High School,19,Healthcare,Medium,Canada,No,3,141401
DevOps Engineer,18,High School,6,Education,Startup,UK,No,4,148394
Cloud Engineer,12,Master,7,Finance,Enterprise,Netherlands,No,5,186301
Business Analyst,12,PhD,1,Manufacturing,Large,India,No,2,92572
AI Engineer,18,Master,8,Retail,Large,Singapore,Hybrid,3,204914
Business Analyst,5,Diploma,12,Retail,Large,UK,Yes,1,127263
Frontend Developer,7,High School,1,Telecom,Startup,Sweden,No,2,93245
Cybersecurity Analyst,0,PhD,18,Healthcare,Startup,India,Yes,3,78376
AI Engineer,18,Diploma,2,Retail,Large,Canada,No,3,230322
Data Analyst,13,Master,6,Consulting,Medium,Germany,Yes,4,149844
Data Analyst,19,Master,4,Manufacturing,Large,UK,Yes,3,169470
Software Engineer,7,High School,18,Healthcare,Large,UK,Hybrid,5,159826
DevOps Engineer,15,Diploma,3,Finance,Startup,Netherlands,Yes,2,125223
Cloud Engineer,4,PhD,9,Education,Enterprise,UK,Hybrid,4,196376
Cloud Engineer,4,Diploma,19,Retail,Enterprise,Australia,Yes,3,159748
Product Manager,19,Diploma,13,Government,Startup,Remote,Yes,4,160635
Data Analyst,4,PhD,16,Telecom,Large,Netherlands,No,3,122964
Product Manager,16,Bachelor,12,Media,Startup,Canada,Yes,2,178241
Machine Learning Engineer,12,Bachelor,2,Healthcare,Large,India,No,0,107541
Data Scientist,3,Master,10,Media,Medium,Germany,Yes,5,143344
Software Engineer,3,Diploma,17,Healthcare,Enterprise,USA,No,0,166934
Cybersecurity Analyst,19,Bachelor,3,Retail,Small,USA,Yes,0,199364
Cloud Engineer,19,Bachelor,18,Manufacturing,Enterprise,Netherlands,No,4,207875
AI Engineer,18,Diploma,5,Consulting,Medium,Germany,Hybrid,4,178134
Cloud Engineer,5,Master,13,Consulting,Enterprise,Sweden,Yes,1,168923
AI Engineer,14,Diploma,12,Consulting,Enterprise,Sweden,Hybrid,3,193111
Product Manager,13,Bachelor,17,Government,Large,Sweden,Yes,0,167137
Frontend Developer,6,High School,10,Government,Medium,Remote,Yes,3,103977
Product Manager,14,High School,17,Government,Enterprise,Netherlands,Hybrid,3,180940
Cloud Engineer,5,High School,2,Consulting,Startup,Germany,Yes,5,110519
